Park,Entrance,Start_time,Class
78,3,1000,1
78,3,1200,1
78,3,1400,1
78,3,1600,1
78,3,1800,1
79,1,800,1
79,1,1000,1
79,1,1200,1
79,1,1400,1
79,1,1600,1
79,1,1800,1
79,2,800,3
79,2,1000,3
79,2,1200,3
79,2,1400,3
79,2,1600,3
79,2,1800,3
79,4,800,3
79,4,1000,3
79,4,1200,3
79,4,1400,3
79,4,1600,3
79,4,1800,3
79,5,800,2
79,5,1000,2
79,5,1200,2
79,5,1400,2
79,5,1600,2
79,5,1800,2
79,6,800,2
79,6,1000,2
79,6,1200,2
79,6,1400,2
79,6,1600,2
79,6,1800,2
79,7,800,2
79,7,1000,2
79,7,1200,2
79,7,1400,2
79,7,1600,2
79,7,1800,2
79,8,800,3
79,8,1000,3
79,8,1200,3
79,8,1400,3
79,8,1600,3
79,8,1800,3
79,9,800,1
79,9,1000,1
79,9,1200,1
79,9,1400,1
79,9,1600,1
79,9,1800,1
80,1,800,1
80,1,1000,1
80,1,1200,1
80,1,1400,1
80,1,1600,1
80,1,1800,1
82,1,800,2
82,1,1000,1
82,1,1200,1
82,1,1400,1
82,1,1600,2
82,1,1800,2
83,1,800,2
83,1,1000,1
83,1,1200,1
83,1,1400,1
83,1,1600,1
83,1,1800,2
83,2,800,2
83,2,1000,1
83,2,1200,1
83,2,1400,1
83,2,1600,1
83,2,1800,2
84,1,800,1
84,1,1000,1
84,1,1200,1
84,1,1400,1
84,1,1600,1
84,1,1800,1
84,2,800,2
84,2,1000,2
84,2,1200,2
84,2,1400,2
84,2,1600,2
84,2,1800,2
88,10,800,2
88,10,1000,2
88,10,1200,2
88,10,1400,2
88,10,1600,2
88,10,1800,2
88,11,800,3
88,11,1000,3
88,11,1200,3
88,11,1400,3
88,11,1600,3
88,11,1800,3
88,12,800,3
88,12,1000,3
88,12,1200,3
88,12,1400,3
88,12,1600,3
88,12,1800,3
88,13,800,1
88,13,1000,1
88,13,1200,1
88,13,1400,1
88,13,1600,1
88,13,1800,1
88,14,800,3
88,14,1000,3
88,14,1200,3
88,14,1400,3
88,14,1600,3
88,14,1800,3
88,15,800,3
88,15,1000,3
88,15,1200,3
88,15,1400,3
88,15,1600,3
88,15,1800,3
88,37,800,2
88,37,1000,2
88,37,1200,2
88,37,1400,2
88,37,1600,2
88,37,1800,2
88,39,800,3
88,39,1000,3
88,39,1200,3
88,39,1400,3
88,39,1600,3
88,39,1800,3
88,40,800,3
88,40,1000,3
88,40,1200,3
88,40,1400,3
88,40,1600,3
88,40,1800,3
88,41,800,1
88,41,1000,1
88,41,1200,1
88,41,1400,1
88,41,1600,1
88,41,1800,1
88,42,800,2
88,42,1000,2
88,42,1200,2
88,42,1400,2
88,42,1600,2
88,42,1800,2
88,43,800,1
88,43,1000,1
88,43,1200,1
88,43,1400,1
88,43,1600,1
88,43,1800,1
88,44,800,1
88,44,1000,1
88,44,1200,1
88,44,1400,1
88,44,1600,1
88,44,1800,1
88,45,800,2
88,45,1000,2
88,45,1200,2
88,45,1400,2
88,45,1600,2
88,45,1800,2
88,46,800,2
88,46,1000,2
88,46,1200,2
88,46,1400,2
88,46,1600,2
88,46,1800,2
88,47,800,2
88,47,1000,2
88,47,1200,2
88,47,1400,2
88,47,1600,2
88,47,1800,2
88,48,800,2
88,48,1000,2
88,48,1200,2
88,48,1400,2
88,48,1600,2
88,48,1800,2
88,49,800,3
88,49,1000,3
88,49,1200,3
88,49,1400,3
88,49,1600,3
88,49,1800,3
88,50,800,3
88,50,1000,3
88,50,1200,3
88,50,1400,3
88,50,1600,3
88,50,1800,3
88,51,800,3
88,51,1000,3
88,51,1200,3
88,51,1400,3
88,51,1600,3
88,51,1800,3
88,52,800,3
88,52,1000,3
88,52,1200,3
88,52,1400,3
88,52,1600,3
88,52,1800,3
88,53,800,3
88,53,1000,3
88,53,1200,3
88,53,1400,3
88,53,1600,3
88,53,1800,3
88,54,800,3
88,54,1000,3
88,54,1200,3
88,54,1400,3
88,54,1600,3
88,54,1800,3
88,55,800,1
88,55,1000,1
88,55,1200,1
88,55,1400,1
88,55,1600,1
88,55,1800,1
88,56,800,1
88,56,1000,1
88,56,1200,1
88,56,1400,1
88,56,1600,1
88,56,1800,1
88,57,800,1
88,57,1000,1
88,57,1200,1
88,57,1400,1
88,57,1600,1
88,57,1800,1
88,58,800,3
88,58,1000,3
88,58,1200,3
88,58,1400,3
88,58,1600,3
88,58,1800,3
89,11,800,1
89,11,1000,1
89,11,1200,1
89,11,1400,1
89,11,1600,1
89,11,1800,1
89,12,800,3
89,12,1000,3
89,12,1200,3
89,12,1400,3
89,12,1600,3
89,12,1800,3
89,13,800,3
89,13,1000,3
89,13,1200,3
89,13,1400,3
89,13,1600,3
89,13,1800,3
89,14,800,3
89,14,1000,3
89,14,1200,3
89,14,1400,3
89,14,1600,3
89,14,1800,3
89,16,800,1
89,16,1000,1
89,16,1200,1
89,16,1400,1
89,16,1600,1
89,16,1800,1
89,17,800,3
89,17,1000,3
89,17,1200,3
89,17,1400,3
89,17,1600,3
89,17,1800,3
89,18,800,2
89,18,1000,2
89,18,1200,2
89,18,1400,2
89,18,1600,2
89,18,1800,2
90,1,800,2
90,1,1000,2
90,1,1200,1
90,1,1400,1
90,1,1600,1
90,1,1800,1
90,2,800,2
90,2,1000,2
90,2,1200,1
90,2,1400,1
90,2,1600,1
90,2,1800,1
90,3,800,2
90,3,1000,3
90,3,1200,3
90,3,1400,3
90,3,1600,2
90,3,1800,2
90,4,800,2
90,4,1000,3
90,4,1200,3
90,4,1400,3
90,4,1600,2
90,4,1800,2
90,5,800,2
90,5,1000,3
90,5,1200,3
90,5,1400,3
90,5,1600,2
90,5,1800,2
90,6,800,2
90,6,1000,2
90,6,1200,1
90,6,1400,1
90,6,1600,1
90,6,1800,1
90,7,800,2
90,7,1000,2
90,7,1200,1
90,7,1400,1
90,7,1600,1
90,7,1800,1
90,8,800,3
90,8,1000,3
90,8,1200,3
90,8,1400,3
90,8,1600,3
90,8,1800,3
90,9,800,2
90,9,1000,3
90,9,1200,3
90,9,1400,3
90,9,1600,2
90,9,1800,2
91,1,800,2
91,1,1000,2
91,1,1200,1
91,1,1400,1
91,1,1600,1
91,1,1800,1
91,2,800,2
91,2,1000,3
91,2,1200,3
91,2,1400,3
91,2,1600,2
91,2,1800,2
91,3,800,2
91,3,1000,3
91,3,1200,3
91,3,1400,3
91,3,1600,2
91,3,1800,2
91,4,800,2
91,4,1000,2
91,4,1200,1
91,4,1400,1
91,4,1600,1
91,4,1800,1
91,5,800,2
91,5,1000,3
91,5,1200,3
91,5,1400,3
91,5,1600,2
91,5,1800,2
91,6,800,2
91,6,1000,3
91,6,1200,3
91,6,1400,3
91,6,1600,2
91,6,1800,2
92,1,800,2
92,1,1000,3
92,1,1200,3
92,1,1400,3
92,1,1600,2
92,1,1800,2
92,2,800,2
92,2,1000,2
92,2,1200,1
92,2,1400,1
92,2,1600,1
92,2,1800,1
92,3,800,2
92,3,1000,2
92,3,1200,1
92,3,1400,1
92,3,1600,1
92,3,1800,1
93,1,800,1
93,1,1000,1
93,1,1200,2
93,1,1400,2
93,1,1600,1
93,1,1800,1
93,2,800,2
93,2,1000,2
93,2,1200,3
93,2,1400,3
93,2,1600,2
93,2,1800,2
93,3,800,2
93,3,1000,2
93,3,1200,3
93,3,1400,3
93,3,1600,2
93,3,1800,2
93,4,800,1
93,4,1000,1
93,4,1200,2
93,4,1400,2
93,4,1600,1
93,4,1800,1
93,5,800,1
93,5,1000,1
93,5,1200,2
93,5,1400,2
93,5,1600,1
93,5,1800,1
94,3,800,3
94,3,1000,3
94,3,1200,2
94,3,1400,2
94,3,1600,2
94,3,1800,3
94,4,800,1
94,4,1000,1
94,4,1200,2
94,4,1400,2
94,4,1600,1
94,4,1800,2
94,5,800,1
94,5,1000,1
94,5,1200,3
94,5,1400,3
94,5,1600,3
94,5,1800,3
94,7,800,2
94,7,1000,2
94,7,1200,3
94,7,1400,3
94,7,1600,2
94,7,1800,2
94,8,800,2
94,8,1000,2
94,8,1200,3
94,8,1400,3
94,8,1600,2
94,8,1800,2
94,9,800,2
94,9,1000,2
94,9,1200,3
94,9,1400,3
94,9,1600,2
94,9,1800,2
95,1,800,2
95,1,1000,2
95,1,1200,2
95,1,1400,1
95,1,1600,1
95,1,1800,1
95,2,800,2
95,2,1000,2
95,2,1200,2
95,2,1400,1
95,2,1600,1
95,2,1800,1
95,3,800,2
95,3,1000,2
95,3,1200,2
95,3,1400,1
95,3,1600,1
95,3,1800,1
95,4,800,2
95,4,1000,2
95,4,1200,2
95,4,1400,1
95,4,1600,1
95,4,1800,1
95,5,800,3
95,5,1000,3
95,5,1200,3
95,5,1400,3
95,5,1600,2
95,5,1800,2
95,6,800,3
95,6,1000,3
95,6,1200,3
95,6,1400,3
95,6,1600,2
95,6,1800,2
95,7,800,3
95,7,1000,3
95,7,1200,3
95,7,1400,3
95,7,1600,2
95,7,1800,2
95,8,800,3
95,8,1000,3
95,8,1200,3
95,8,1400,3
95,8,1600,2
95,8,1800,2
95,10,800,3
95,10,1000,3
95,10,1200,3
95,10,1400,2
95,10,1600,1
95,10,1800,2
95,12,800,3
95,12,1000,3
95,12,1200,3
95,12,1400,3
95,12,1600,3
95,12,1800,2
95,13,800,3
95,13,1000,3
95,13,1200,3
95,13,1400,2
95,13,1600,1
95,13,1800,2
95,19,800,3
95,19,1000,3
95,19,1200,2
95,19,1400,2
95,19,1600,1
95,19,1800,1
95,21,800,3
95,21,1000,3
95,21,1200,2
95,21,1400,2
95,21,1600,2
95,21,1800,2
100,2,800,2
100,2,1000,2
100,2,1200,3
100,2,1400,3
100,2,1600,2
100,2,1800,2
100,3,800,2
100,3,1000,2
100,3,1200,3
100,3,1400,3
100,3,1600,2
100,3,1800,2
100,4,800,2
100,4,1000,2
100,4,1200,3
100,4,1400,3
100,4,1600,2
100,4,1800,3
100,5,800,1
100,5,1000,2
100,5,1200,2
100,5,1400,2
100,5,1600,1
100,5,1800,1
100,9,800,2
100,9,1000,3
100,9,1200,3
100,9,1400,3
100,9,1600,3
100,9,1800,2
102,1,800,1
102,1,1000,1
102,1,1200,1
102,1,1400,1
102,1,1600,1
102,1,1800,1
102,2,800,3
102,2,1000,3
102,2,1200,3
102,2,1400,3
102,2,1600,3
102,2,1800,3
103,1,800,2
103,1,1000,2
103,1,1200,3
103,1,1400,3
103,1,1600,2
103,1,1800,2
103,2,800,3
103,2,1000,2
103,2,1200,1
103,2,1400,1
103,2,1600,1
103,2,1800,1
103,3,800,3
103,3,1000,3
103,3,1200,2
103,3,1400,2
103,3,1600,1
103,3,1800,1
103,4,800,3
103,4,1000,3
103,4,1200,2
103,4,1400,2
103,4,1600,2
103,4,1800,2
103,5,800,2
103,5,1000,2
103,5,1200,1
103,5,1400,1
103,5,1600,1
103,5,1800,1
103,6,800,3
103,6,1000,3
103,6,1200,2
103,6,1400,2
103,6,1600,2
103,6,1800,2
103,7,800,3
103,7,1000,3
103,7,1200,2
103,7,1400,2
103,7,1600,2
103,7,1800,2
103,8,800,2
103,8,1000,2
103,8,1200,1
103,8,1400,1
103,8,1600,1
103,8,1800,1
107,1,800,1
107,1,1000,1
107,1,1200,1
107,1,1400,1
107,1,1600,1
107,1,1800,1
107,2,800,1
107,2,1000,1
107,2,1200,1
107,2,1400,1
107,2,1600,1
107,2,1800,1
107,3,800,3
107,3,1000,3
107,3,1200,2
107,3,1400,2
107,3,1600,1
107,3,1800,1
107,4,800,2
107,4,1000,2
107,4,1200,3
107,4,1400,3
107,4,1600,1
107,4,1800,1
107,5,800,2
107,5,1000,2
107,5,1200,1
107,5,1400,1
107,5,1600,1
108,1,800,3
108,1,1000,3
108,1,1200,3
108,1,1400,3
108,1,1600,3
108,1,1800,3
108,2,800,3
108,2,1000,3
108,2,1200,3
108,2,1400,3
108,2,1600,2
108,2,1800,2
108,3,800,1
108,3,1000,1
108,3,1200,2
108,3,1400,2
108,3,1600,1
108,3,1800,1
109,1,800,2
109,1,1000,2
109,1,1200,2
109,1,1400,2
109,1,1600,2
109,1,1800,2
109,2,800,2
109,2,1000,2
109,2,1200,2
109,2,1400,2
109,2,1600,2
109,2,1800,2
110,1,800,1
110,1,1000,1
110,1,1200,2
110,1,1400,2
110,1,1600,1
110,1,1800,1
110,2,800,3
110,2,1000,3
110,2,1200,3
110,2,1400,3
110,2,1600,2
110,2,1800,2
110,3,800,1
110,3,1000,1
110,3,1200,2
110,3,1400,2
110,3,1600,1
110,3,1800,1
111,2,800,3
111,2,1000,3
111,2,1200,3
111,2,1400,3
111,2,1600,3
111,2,1800,3
111,3,800,3
111,3,1000,3
111,3,1200,3
111,3,1400,3
111,3,1600,3
111,3,1800,3
111,4,800,3
111,4,1000,3
111,4,1200,3
111,4,1400,3
111,4,1600,3
111,4,1800,3
111,5,800,3
111,5,1000,3
111,5,1200,3
111,5,1400,3
111,5,1600,3
111,5,1800,3
111,6,800,3
111,6,1000,3
111,6,1200,3
111,6,1400,3
111,6,1600,3
111,6,1800,3
111,7,800,2
111,7,1000,2
111,7,1200,2
111,7,1400,2
111,7,1600,2
111,7,1800,2
111,8,800,2
111,8,1000,2
111,8,1200,2
111,8,1400,2
111,8,1600,2
111,8,1800,2
111,9,800,2
111,9,1000,2
111,9,1200,2
111,9,1400,2
111,9,1600,2
111,9,1800,2
111,10,800,3
111,10,1000,3
111,10,1200,3
111,10,1400,3
111,10,1600,3
111,10,1800,3
111,11,800,1
111,11,1000,1
111,11,1200,1
111,11,1400,1
111,11,1600,1
111,11,1800,1
111,12,800,2
111,12,1000,2
111,12,1200,2
111,12,1400,2
111,12,1600,2
111,12,1800,2
112,1,800,1
112,1,1000,1
112,1,1200,1
112,1,1400,1
112,1,1600,1
112,1,1800,1
112,2,800,2
112,2,1000,2
112,2,1200,2
112,2,1400,2
112,2,1600,2
112,2,1800,2
113,1,800,1
113,1,1000,2
113,1,1200,2
113,1,1400,2
113,1,1600,1
113,1,1800,1
113,2,800,1
113,2,1000,2
113,2,1200,2
113,2,1400,2
113,2,1600,1
113,2,1800,1
115,1,800,1
115,1,1000,1
115,1,1200,1
115,1,1400,1
115,1,1600,1
115,1,1800,1
115,2,800,3
115,2,1000,3
115,2,1200,3
115,2,1400,3
115,2,1600,3
115,2,1800,3
115,3,800,3
115,3,1000,3
115,3,1200,3
115,3,1400,3
115,3,1600,3
115,3,1800,3
115,4,800,2
115,4,1000,2
115,4,1200,2
115,4,1400,2
115,4,1600,2
115,4,1800,2
115,5,800,3
115,5,1000,3
115,5,1200,3
115,5,1400,3
115,5,1600,3
115,5,1800,3
115,6,800,2
115,6,1000,2
115,6,1200,2
115,6,1400,2
115,6,1600,2
115,6,1800,2
115,7,800,3
115,7,1000,3
115,7,1200,3
115,7,1400,3
115,7,1600,3
115,7,1800,3
115,8,800,3
115,8,1000,3
115,8,1200,3
115,8,1400,3
115,8,1600,3
115,8,1800,3
115,9,800,2
115,9,1000,2
115,9,1200,2
115,9,1400,2
115,9,1600,2
115,9,1800,2
115,10,800,1
115,10,1000,1
115,10,1200,1
115,10,1400,1
115,10,1600,1
115,10,1800,1
115,11,800,1
115,11,1000,1
115,11,1200,1
115,11,1400,1
115,11,1600,1
115,11,1800,1
115,12,800,3
115,12,1000,3
115,12,1200,3
115,12,1400,3
115,12,1600,3
115,12,1800,3
115,13,800,3
115,13,1000,3
115,13,1200,3
115,13,1400,3
115,13,1600,3
115,13,1800,3
118,1,800,2
118,1,1000,1
118,1,1200,1
118,1,1400,1
118,1,1600,1
118,1,1800,1
121,1,800,1
121,1,1000,3
121,1,1200,3
121,1,1400,3
121,1,1600,1
121,1,1800,1
121,2,800,1
121,2,1000,3
121,2,1200,3
121,2,1400,3
121,2,1600,1
121,2,1800,1
121,3,800,1
121,3,1000,3
121,3,1200,3
121,3,1400,3
121,3,1600,1
121,3,1800,1
121,4,800,3
121,4,1000,3
121,4,1200,3
121,4,1400,3
121,4,1600,3
121,4,1800,3
124,1,800,2
124,1,1000,2
124,1,1200,1
124,1,1400,1
124,1,1600,1
124,1,1800,1
124,2,800,2
124,2,1000,3
124,2,1200,2
124,2,1400,3
124,2,1600,1
124,2,1800,3
135,1,800,3
135,1,1000,3
135,1,1200,3
135,1,1400,2
135,1,1600,1
135,1,1800,1
135,2,800,3
135,2,1000,3
135,2,1200,3
135,2,1400,3
135,2,1600,3
135,2,1800,3
135,3,800,3
135,3,1000,3
135,3,1200,3
135,3,1400,3
135,3,1600,3
135,3,1800,3
135,4,800,3
135,4,1000,3
135,4,1200,3
135,4,1400,2
135,4,1600,2
135,4,1800,3
135,5,800,3
135,5,1000,3
135,5,1200,3
135,5,1400,3
135,5,1600,2
135,5,1800,2
135,6,800,3
135,6,1000,3
135,6,1200,2
135,6,1400,3
135,6,1600,3
135,6,1800,3
135,7,800,3
135,7,1000,3
135,7,1200,2
135,7,1400,2
135,7,1600,1
135,7,1800,2
135,8,800,1
135,8,1000,1
135,8,1200,1
135,8,1400,1
135,8,1600,1
135,8,1800,1
135,9,800,2
135,9,1000,3
135,9,1200,3
135,9,1400,3
135,9,1600,3
135,9,1800,3
135,10,800,2
135,10,1000,2
135,10,1200,2
135,10,1400,2
135,10,1600,1
135,10,1800,1
135,11,800,2
135,11,1000,2
135,11,1200,2
135,11,1400,2
135,11,1600,1
135,11,1800,1
54,1,800,1
54,1,1000,2
54,1,1200,2
54,1,1400,2
54,1,1600,1
54,1,1800,1
54,2,800,1
54,2,1000,2
54,2,1200,2
54,2,1400,2
54,2,1600,1
54,2,1800,1
54,3,800,2
54,3,1000,3
54,3,1200,3
54,3,1400,3
54,3,1600,2
54,3,1800,2
54,5,800,3
54,5,1000,3
54,5,1200,3
54,5,1400,3
54,5,1600,2
54,5,1800,2
54,6,800,3
54,6,1000,3
54,6,1200,3
54,6,1400,3
54,6,1600,2
54,6,1800,2
54,7,800,3
54,7,1000,3
54,7,1200,3
54,7,1400,3
54,7,1600,2
54,7,1800,2
54,9,800,3
54,9,1000,3
54,9,1200,3
54,9,1400,3
54,9,1600,2
54,9,1800,2
54,10,800,2
54,10,1000,3
54,10,1200,3
54,10,1400,3
54,10,1600,2
54,10,1800,2
54,11,800,3
54,11,1000,3
54,11,1200,3
54,11,1400,3
54,11,1600,3
54,11,1800,3
54,12,800,2
54,12,1000,3
54,12,1200,3
54,12,1400,3
54,12,1600,2
54,12,1800,2
107,5,1800,1
140,1,800,3
140,1,1000,3
140,1,1200,2
140,1,1400,2
140,1,1600,3
140,1,1800,3
140,2,800,3
140,2,1000,3
140,2,1200,3
140,2,1400,3
140,2,1600,3
140,2,1800,3
140,3,800,2
140,3,1000,1
140,3,1200,1
140,3,1400,1
140,3,1600,2
140,3,1800,2
140,4,800,1
140,4,1000,1
140,4,1200,1
140,4,1400,1
140,4,1600,1
140,4,1800,1
140,5,800,3
140,5,1000,2
140,5,1200,2
140,5,1400,2
140,5,1600,2
140,5,1800,3
113,3,800,2
113,3,1000,2
113,3,1200,2
113,3,1400,2
113,3,1600,2
113,3,1800,2
113,4,800,3
113,4,1000,3
113,4,1200,3
113,4,1400,3
113,4,1600,3
113,4,1800,3
113,5,800,3
113,5,1000,3
113,5,1200,3
113,5,1400,3
113,5,1600,3
113,5,1800,3
113,6,800,1
113,6,1000,1
113,6,1200,1
113,6,1400,1
113,6,1600,1
113,6,1800,1
113,7,800,3
113,7,1000,3
113,7,1200,3
113,7,1400,3
113,7,1600,3
113,7,1800,3
113,8,800,1
113,8,1000,1
113,8,1200,1
113,8,1400,1
113,8,1600,1
113,8,1800,1
46,42,800,2
46,42,1000,2
46,42,1200,1
46,42,1400,1
46,42,1600,1
46,42,1800,2
