StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q29,Q1,Q11,Q17,Q17,Q19,Q21,Q26,Q27,Q28,Q18,Q20,Q23,Q24,Q26,Q27,Q29 - Topics
8/30/2018 10:45,8/30/2018 10:46,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_iq3sUNXwhKORxBX,,,,,44.980021,-93.079892,,EN,GE,Ramsey County,Bruce Vento Regional Trail,12,August,25,2018,12:00-2:00 PM,Yes,,3,2,0,0,0,0,
8/30/2018 10:43,8/30/2018 10:45,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_9JYavMMVXn6vAEV,,,,,44.979973,-93.079824,,EN,GE,Ramsey County,Trout Brook Regional Trail,1,August,24,2018,12:00-2:00 PM,No,8/31/2018,0,0,0,0,0,0,
8/30/2018 10:42,8/30/2018 10:43,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_b9LcBQHzuuf2U44,,,,,44.979942,-93.079852,,EN,GE,Ramsey County,Birch Lake Regional Park,6,August,19,2018,4:00-6:00 PM,Yes,,0,4,0,0,0,0,
8/30/2018 10:40,8/30/2018 10:41,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_8Jb6wPvf3VTwkeN,,,,,44.979942,-93.07985,,EN,Ge,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,1,August,18,2018,10:00-12:00 PM,Yes,,5,11,11,0,0,0,
8/30/2018 10:38,8/30/2018 10:39,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_fuMm5sDqTrrF6gM,,,,,44.979937,-93.079809,,EN,GE,Ramsey County,Keller Regional Park,1,August,18,2018,8:00-10:00 AM,Yes,,6,8,10,0,0,0,
8/30/2018 10:36,8/30/2018 10:38,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_0WtZ2YIIry3a7CU,,,,,44.979972,-93.079823,,EN,GE,Ramsey County,Lakes Link Regional Trail,2,August,17,2018,6:00-8:00 PM,Yes,,7,28,0,0,0,0,
8/30/2018 10:35,8/30/2018 10:36,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_gai27dY2cQNfPJv,,,,,44.979971,-93.079823,,EN,GE,Ramsey County,Rice Creek North Regional Trail,5,August,17,2018,4:00-6:00 PM,Yes,,0,2,0,0,0,0,
8/30/2018 10:34,8/30/2018 10:35,Offline,71.34.8.164,100,1,TRUE,8/30/2018 10:52,R_5VLRYt1Q9UUjFVL,,,,,44.979941,-93.07985,,EN,GE,Ramsey County,Bald Eagle-Otter Lake Regional Park,1,August,15,2018,12:00-2:00 PM,Yes,,1,2,16,0,0,0,
8/30/2018 10:32,8/30/2018 10:34,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_3qVnD8XuHjaXAF7,,,,,44.979914,-93.079832,,EN,GE,Ramsey County,Lakes Link Regional Trail,9,August,12,2018,6:00-8:00 PM,Yes,,18,37,0,0,0,0,
8/30/2018 10:31,8/30/2018 10:32,Offline,71.34.8.164,100,1,TRUE,8/30/2018 10:52,R_8ewsk9lE2dMludh,,,,,44.979913,-93.079844,,EN,GE,Ramsey County,Lakes Link Regional Trail,2,August,9,2018,8:00-10:00 AM,Yes,,0,9,0,0,0,0,
8/30/2018 10:30,8/30/2018 10:31,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_hRBx3XSuPlbotRc,,,,,44.979995,-93.079795,,EN,GE,Ramsey County,Lakes Link Regional Trail,1,August,8,2018,10:00-12:00 PM,Yes,,24,16,0,0,0,0,
8/30/2018 10:28,8/30/2018 10:30,Offline,71.34.8.164,100,0,TRUE,8/30/2018 10:52,R_fUG8I7tAI0TNXCq,,,,,44.979978,-93.079758,,EN,GE,Ramsey County,Bruce Vento Regional Trail,14,August,7,2018,12:00-2:00 PM,Yes,,0,0,0,0,0,0,
9/6/2018 13:41,9/6/2018 13:42,Offline,71.34.8.164,100,0,TRUE,9/6/2018 13:42,R_8Sh5TqKVFGfkakS,,,,,44.97992,-93.07981,,EN,GE,Ramsey County,Bald Eagle-Otter Lake Regional Park,1,September,2,2018,10:00-12:00 PM,Yes,,0,3,6,0,0,0,
9/6/2018 13:39,9/6/2018 13:41,Offline,71.34.8.164,100,0,TRUE,9/6/2018 13:42,R_oiKrVbaYOP2QMIP,,,,,44.97992,-93.07981,,EN,GE,Ramsey County,Lakes Link Regional Trail,4,September,2,2018,8:00-10:00 AM,Yes,,0,0,0,0,0,0,
9/6/2018 13:38,9/6/2018 13:39,Offline,71.34.8.164,100,0,TRUE,9/6/2018 13:42,R_5RePLDg9I7Yb7uf,,,,,44.979918,-93.079809,,EN,GE,Ramsey County,Bruce Vento Regional Trail,2,September,1,2018,10:00-12:00 PM,Yes,,18,7,0,0,0,0,
9/6/2018 13:37,9/6/2018 13:38,Offline,71.34.8.164,100,0,TRUE,9/6/2018 13:42,R_nrHZXHCicexOYIt,,,,,44.979898,-93.079751,,EN,GE,Ramsey County,Birch Lake Regional Park,6,August,31,2018,12:00-2:00 PM,Yes,,1,0,0,0,0,0,
9/6/2018 13:35,9/6/2018 13:36,Offline,71.34.8.164,100,0,TRUE,9/6/2018 13:42,R_8H9GtVlewF39ZZB,,,,,44.979924,-93.079824,,EN,GE,Ramsey County,Highway 96 Regional Trail,7,August,31,2018,10:00-12:00 PM,Yes,,0,1,0,0,0,0,
9/6/2018 20:31,9/6/2018 20:32,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_28VhAL9dpIId5Xk,,,,,45.052781,-93.161495,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,1,August,26,2018,4:00-6:00 PM,Yes,,17,22,27,0,0,0,
9/6/2018 20:24,9/6/2018 20:27,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_91KXv8iroDriU6C,,,,,45.052731,-93.161446,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,2,August,14,2018,10:00-12:00 PM,Yes,,8,11,4,0,0,0,
9/6/2018 20:23,9/6/2018 20:24,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_hSLSK2Yq7kiGNHb,,,,,45.052794,-93.161453,,EN,Bb,Ramsey County,Rice Creek North Regional Trail,2,August,7,2018,8:00-10:00 AM,Yes,,7,11,12,0,0,0,
9/6/2018 20:19,9/6/2018 20:21,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_5eu2nekWeFMbYBE,,,,,45.052778,-93.161499,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,7,August,7,2018,10:00-12:00 PM,Yes,,11,13,16,0,0,0,
9/6/2018 20:13,9/6/2018 20:14,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_b2saHcMfxqyQHdm,,,,,45.052779,-93.161466,,EN,Bb,Ramsey County,Rice Creek West Regional Trail,6,August,25,2018,6:00-8:00 PM,Yes,,17,13,22,0,0,0,
9/6/2018 20:11,9/6/2018 20:12,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_mHAZKavYPfybqaW,,,,,45.052782,-93.161502,,EN,Bb,Ramsey County,Rice Creek North Regional Trail,4,August,25,2018,4:00-6:00 PM,Yes,,17,18,24,0,0,0,
9/6/2018 20:08,9/6/2018 20:10,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_gYQHlKPJ5KFPhIL,,,,,45.052782,-93.161502,,EN,Bb,Ramsey County,Highway 96 Regional Trail,1,August,19,2018,8:00-10:00 AM,Yes,,12,17,12,0,0,0,
9/6/2018 20:04,9/6/2018 20:05,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_dSpYcqKTCFnDpHM,,,,,45.052743,-93.161474,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,2,September,2,2018,8:00-10:00 AM,Yes,,18,24,45,0,0,0,
9/6/2018 20:00,9/6/2018 20:01,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_55Ninqqe1UXax0l,,,,,45.052755,-93.161444,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,1,August,28,2018,12:00-2:00 PM,Yes,,27,34,17,0,0,0,
9/6/2018 19:59,9/6/2018 20:00,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_8EratKfg35xAEQl,,,,,45.052762,-93.161443,,EN,Bb,Ramsey County,Highway 96 Regional Trail,10,August,29,2018,8:00-10:00 AM,Yes,,18,22,12,0,0,0,
9/6/2018 19:53,9/6/2018 19:54,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_heoUYYdnOJE3IKy,,,,,45.052838,-93.161308,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,1,September,1,2018,10:00-12:00 PM,Yes,,18,22,23,0,0,0,
9/6/2018 19:51,9/6/2018 19:53,Offline,24.118.212.246,100,0,TRUE,9/6/2018 20:33,R_52IycQzv6t9Gk6E,,,,,45.05279,-93.161466,,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,4,August,26,2018,2:00-4:00 PM,Yes,,27,27,43,0,0,0,
9/8/2018 11:14,9/8/2018 11:15,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_4HoZQCbXTMjdyzv,,,,,44.999108,-93.002446,,EN,EL,Ramsey County,Bruce Vento Regional Trail,2,September,2,2018,6:00-8:00 PM,Yes,,7,2,0,0,0,0,
9/8/2018 11:12,9/8/2018 11:14,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_ddcWp94JZnqDk8y,,,,,44.999106,-93.002445,,EN,EL,Ramsey County,Battle Creek Regional Park,1,September,2,2018,4:00-6:00 PM,Yes,,4,1,102,0,0,0,
9/8/2018 11:11,9/8/2018 11:12,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_5aaIKFSECKuLm3q,,,,,44.99911,-93.002446,,EN,EL,Ramsey County,Bruce Vento Regional Trail,12,August,30,2018,4:00-6:00 PM,Yes,,5,2,0,0,0,0,
9/8/2018 11:10,9/8/2018 11:11,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_i2uL1lRZ3Yp5JLG,,,,,44.999113,-93.002447,,EN,EL,Ramsey County,Battle Creek Regional Park,1,August,30,2018,2:00-4:00 PM,Yes,,0,1,43,0,0,0,
9/8/2018 11:09,9/8/2018 11:09,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_bEvZ1KaZPk1lE7f,,,,,44.999104,-93.002442,,EN,EL,Ramsey County,Trout Brook Regional Trail,4,August,29,2018,4:00-6:00 PM,Yes,,0,0,0,0,0,0,
9/8/2018 11:07,9/8/2018 11:09,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_4z0yhoFXlFTl54v,,,,,44.999154,-93.002421,,EN,EL,Ramsey County,Keller Regional Park,1,August,22,2018,4:00-6:00 PM,Yes,,9,5,34,0,0,0,
9/8/2018 11:06,9/8/2018 11:07,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_31Z3lfjXHHnjzDx,,,,,44.99904,-93.002375,,EN,EL,Ramsey County,Trout Brook Regional Trail,2,August,19,2018,2:00-4:00 PM,Yes,,6,0,0,0,0,0,
9/8/2018 11:05,9/8/2018 11:06,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_5t2kCwbICtzQDsh,,,,,44.999111,-93.002446,,EN,EL,Ramsey County,Trout Brook Regional Trail,2,August,12,2018,4:00-6:00 PM,Yes,,0,0,0,0,0,0,
9/8/2018 11:05,9/8/2018 11:05,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_7oUiSWOFNmcQXvh,,,,,44.999112,-93.002446,,EN,EL,Ramsey County,Trout Brook Regional Trail,3,August,11,2018,4:00-6:00 PM,Yes,,0,1,0,0,0,0,
9/8/2018 11:03,9/8/2018 11:04,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_ebRYIdRVvqbLs10,,,,,44.999094,-93.002501,,EN,EL,Ramsey County,Trout Brook Regional Trail,4,August,9,2018,4:00-6:00 PM,Yes,,0,0,0,0,0,0,
9/8/2018 11:02,9/8/2018 11:03,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_iXa9Amvi7GlUFxx,,,,,44.999155,-93.002422,,EN,EL,Ramsey County,Battle Creek Regional Park,3,August,8,2018,6:00-8:00 PM,Yes,,4,2,18,0,0,0,
9/8/2018 11:01,9/8/2018 11:02,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_22JYg7ODd7IS3qC,,,,,44.999114,-93.00245,,EN,EL,Ramsey County,Bruce Vento Regional Trail,1,August,8,2018,4:00-6:00 PM,Yes,,13,6,0,0,0,0,
9/8/2018 10:59,9/8/2018 11:00,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_fBeM8hGxsdqqnMw,,,,,44.999114,-93.00245,,EN,EL,Ramsey County,Trout Brook Regional Trail,1,August,4,2018,2:00-4:00 PM,Yes,,3,8,0,0,0,0,
9/8/2018 10:57,9/8/2018 10:59,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_jpx6l8GRkCYozwj,,,,,44.999078,-93.002492,,EN,EL,Ramsey County,Bruce Vento Regional Trail,1,July,28,2018,6:00-8:00 PM,Yes,,4,0,0,0,0,0,
9/8/2018 10:56,9/8/2018 10:57,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_nijO09mb9netQeB,,,,,44.999153,-93.002665,,EN,EL,Ramsey County,Battle Creek Regional Park,3,July,28,2018,4:00-6:00 PM,Yes,,4,8,23,0,0,0,
9/8/2018 10:55,9/8/2018 10:56,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_fLMvCHM5qxgvhct,,,,,44.999106,-93.002446,,EN,EL,Ramsey County,Keller Regional Park,7,July,28,2018,2:00-4:00 PM,Yes,,0,0,51,0,0,0,
9/8/2018 10:53,9/8/2018 10:54,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_nxl5XZ4xmqeHzAa,,,,,44.999136,-93.002417,,EN,EL,Ramsey County,Trout Brook Regional Trail,3,July,27,2018,4:00-6:00 PM,Yes,,2,0,0,0,0,0,
9/8/2018 10:51,9/8/2018 10:52,Offline,66.41.13.58,100,0,TRUE,9/8/2018 11:15,R_6thIdahqj2Fztif,,,,,44.999168,-93.002468,,EN,EL,Ramsey County,Keller Regional Park,8,July,27,2018,2:00-4:00 PM,Yes,,4,3,28,0,0,0,
9/10/2018 11:35,9/10/2018 11:36,IP Address,156.98.134.224,100,58,TRUE,9/10/2018 11:36,R_1n8ihyqu8E7Wp55,,,,,44.92779541,-93.11620331,anonymous,EN,LM,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,2,August,1,2018,10:00-12:00 PM,Yes,,0,7,13,0,0,0,
9/10/2018 11:36,9/10/2018 11:38,IP Address,156.98.134.224,100,74,TRUE,9/10/2018 11:38,R_T11J6dyP4HMKGRP,,,,,44.96789551,-93.08840179,anonymous,EN,LM,Ramsey County,Bald Eagle-Otter Lake Regional Park,3,August,1,2018,12:00-2:00 PM,Yes,,0,2,14,0,0,0,
9/10/2018 11:58,9/10/2018 11:58,IP Address,156.98.134.224,100,22,TRUE,9/10/2018 11:58,R_PzealNWolMJDkKl,,,,,44.96789551,-93.08840179,anonymous,EN,lm,Ramsey County,Highway 96 Regional Trail,11,August,3,2018,8:00-10:00 AM,No,7/27/2018,1,2,0,0,0,0,
9/10/2018 11:59,9/10/2018 11:59,IP Address,156.98.134.224,100,16,TRUE,9/10/2018 11:59,R_1F5Rt9LoX7iWkfl,,,,,44.96789551,-93.08840179,anonymous,EN,lm,Ramsey County,Long Lake Regional Park,2,August,3,2018,12:00-2:00 PM,No,7/27/2018,3,4,11,0,0,0,
9/14/2018 12:19,9/14/2018 12:20,IP Address,156.98.134.224,100,46,TRUE,9/14/2018 12:20,R_RwzpqZZkizn6QxP,,,,,44.96789551,-93.08840179,anonymous,EN,lm,Ramsey County,Battle Creek Regional Park,20,August,7,2018,10:00-12:00 PM,Yes,,0,1,0,0,0,0,
9/14/2018 12:20,9/14/2018 12:21,IP Address,156.98.134.224,100,42,TRUE,9/14/2018 12:21,R_2cjXaDlIgG5aONQ,,,,,44.96789551,-93.08840179,anonymous,EN,lm,Ramsey County,Bald Eagle-Otter Lake Regional Park,1,August,7,2018,4:00-6:00 PM,Yes,,0,0,11,0,0,0,
9/14/2018 12:31,9/14/2018 12:31,IP Address,156.98.134.224,100,49,TRUE,9/14/2018 12:31,R_24tJsOvkmiGSxDO,,,,,44.96789551,-93.08840179,anonymous,EN,lm,Ramsey County,Tony Schmidt Regional Park,1,August,3,2018,2:00-4:00 PM,Yes,,0,4,10,0,0,0,
9/14/2018 12:33,9/14/2018 12:34,IP Address,156.98.134.224,100,18,TRUE,9/14/2018 12:34,R_eX826ZiCsT7W921,,,,,44.96789551,-93.08840179,anonymous,EN,lm,Ramsey County,Long Lake Regional Park,1,August,8,2018,12:00-2:00 PM,No,8/22/2018,3,0,83,0,0,0,
9/17/2018 9:06,9/17/2018 9:07,IP Address,156.98.134.224,100,64,TRUE,9/17/2018 9:07,R_3kcYJSaF2hRrsM9,,,,,44.92779541,-93.11620331,anonymous,EN,lm,Ramsey County,Rice Creek West Regional Trail,1,August,24,2018,12:00-2:00 PM,Yes,,1,0,0,0,0,0,
9/17/2018 9:07,9/17/2018 9:08,IP Address,156.98.134.224,100,65,TRUE,9/17/2018 9:08,R_AFJwctfVHjP1QTT,,,,,44.92779541,-93.11620331,anonymous,EN,lm,Ramsey County,Rice Creek North Regional Trail,2,August,24,2018,2:00-4:00 PM,Yes,,0,19,0,0,0,0,
9/17/2018 9:17,9/17/2018 9:18,IP Address,156.98.134.224,100,50,TRUE,9/17/2018 9:18,R_12yvUq9qOWq0HwJ,,,,,44.92779541,-93.11620331,anonymous,EN,Bb,Ramsey County,Tony Schmidt Regional Park,2,August,31,2018,12:00-2:00 PM,Yes,,32,27,38,0,0,0,
9/17/2018 9:19,9/17/2018 9:20,IP Address,156.98.134.224,100,71,TRUE,9/17/2018 9:20,R_XTevnUnrWVYmIbn,,,,,44.92779541,-93.11620331,anonymous,EN,Bb,Ramsey County,Highway 96 Regional Trail,10,August,29,2018,8:00-10:00 AM,Yes,,18,22,12,0,0,0,
9/17/2018 9:32,9/17/2018 9:33,IP Address,156.98.134.224,100,56,TRUE,9/17/2018 9:33,R_29h5rbqSo4XBgLG,,,,,44.92779541,-93.11620331,anonymous,EN,lm,Ramsey County,Battle Creek Regional Park,10,June,27,2018,10:00-12:00 PM,Yes,,5,2,29,0,0,0,
9/17/2018 9:34,9/17/2018 9:35,IP Address,156.98.134.224,100,49,TRUE,9/17/2018 9:35,R_3oMBNQKXX7WOtZO,,,,,44.92779541,-93.11620331,anonymous,EN,lm,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,4,July,2,2018,6:00-8:00 PM,Yes,,12,8,10,0,0,0,
9/17/2018 9:36,9/17/2018 9:36,IP Address,156.98.134.224,100,40,TRUE,9/17/2018 9:36,R_3flZLuVDgz61hDh,,,,,44.92779541,-93.11620331,anonymous,EN,lm,Ramsey County,Highway 96 Regional Trail,8,July,2,2018,4:00-6:00 PM,Yes,,0,1,0,0,0,0,
9/17/2018 9:39,9/17/2018 9:40,IP Address,156.98.134.224,100,61,TRUE,9/17/2018 9:40,R_3gN02bpwmqkK8TV,,,,,44.92779541,-93.11620331,anonymous,EN,lm,Ramsey County,Long Lake Regional Park,1,July,2,2018,2:00-4:00 PM,Yes,,5,1,79,0,0,0,
9/17/2018 9:43,9/17/2018 9:43,IP Address,156.98.134.224,100,22,TRUE,9/17/2018 9:43,R_1FDGfXivKJeqT8Z,,,,,45.056139,-92.952017,anonymous,EN,LM,Ramsey County,Rice Creek West Regional Trail,1,June,13,2018,6:00-8:00 PM,Yes,,16,3,0,0,0,0,
9/17/2018 9:44,9/17/2018 9:45,IP Address,156.98.134.224,100,49,TRUE,9/17/2018 9:45,R_1OTz0hbjBqYrLii,,,,,44.92779541,-93.11620331,anonymous,EN,lm,Ramsey County,Lakes Link Regional Trail,9,July,4,2018,4:00-6:00 PM,Yes,,7,2,0,0,0,0,
9/17/2018 10:26,9/17/2018 10:26,IP Address,156.98.134.224,100,11,TRUE,9/17/2018 10:26,R_1OqwbEJXBQxh9Q5,,,,,45.052732,-93.161423,anonymous,EN,Bb,Ramsey County,Long Lake Regional Park,4,September,2,2018,12:00-2:00 PM,Yes,,22,17,50,0,0,0,
9/17/2018 10:28,9/17/2018 10:28,IP Address,156.98.134.224,100,9,TRUE,9/17/2018 10:28,R_5ovyt1GY21vTY3v,,,,,45.052751,-93.161447,anonymous,EN,Bb,Ramsey County,Long Lake Regional Park,2,August,18,2018,8:00-10:00 AM,Yes,,27,28,68,0,0,0,
9/17/2018 10:29,9/17/2018 10:29,IP Address,156.98.134.224,100,9,TRUE,9/17/2018 10:29,R_1IuZbnEgPrTVInu,,,,,45.052813,-93.161357,anonymous,EN,Bb,Ramsey County,Long Lake Regional Park,1,August,31,2018,10:00-12:00 PM,Yes,,32,28,75,0,0,0,
9/17/2018 10:29,9/17/2018 10:29,IP Address,156.98.134.224,100,9,TRUE,9/17/2018 10:29,R_3rG9nOjUYp3pocH,,,,,45.052782,-93.161502,anonymous,EN,Bb,Ramsey County,Tony Schmidt Regional Park,1,August,19,2018,12:00-2:00 PM,Yes,,23,26,33,0,0,0,
9/17/2018 10:30,9/17/2018 10:30,IP Address,156.98.134.224,100,8,TRUE,9/17/2018 10:30,R_0TYvlaVJsky6mxr,,,,,45.052754,-93.161446,anonymous,EN,Bb,Ramsey County,Long Lake Regional Park,1,August,26,2018,10:00-12:00 PM,Yes,,34,32,68,0,0,0,
9/17/2018 10:30,9/17/2018 10:30,IP Address,156.98.134.224,100,8,TRUE,9/17/2018 10:30,R_0SS1x4g2MpE96WB,,,,,45.05278,-93.161405,anonymous,EN,Bb,Ramsey County,Tony Schmidt Regional Park,1,August,11,2018,6:00-8:00 PM,Yes,,23,32,42,0,0,0,
9/17/2018 10:30,9/17/2018 10:31,IP Address,156.98.134.224,100,9,TRUE,9/17/2018 10:31,R_6S8D1EVnx3VgwPn,,,,,45.052743,-93.161474,anonymous,EN,Bb,Ramsey County,Tony Schmidt Regional Park,1,August,12,2018,2:00-4:00 PM,Yes,,23,28,24,0,0,0,
9/17/2018 10:31,9/17/2018 10:31,IP Address,156.98.134.224,100,11,TRUE,9/17/2018 10:31,R_036jfN5kcjHPdqF,,,,,45.052778,-93.161499,anonymous,EN,Bb,Ramsey County,Grass-Vadnais-Snail Lake Regional Park,2,August,7,2018,4:00-6:00 PM,Yes,,6,8,14,0,0,0,
9/17/2018 10:31,9/17/2018 10:32,IP Address,156.98.134.224,100,10,TRUE,9/17/2018 10:32,R_1gAT0TeH8rorX8D,,,,,45.052801,-93.161354,anonymous,EN,Bb,Ramsey County,Long Lake Regional Park,1,August,26,2018,10:00-12:00 PM,Yes,,12,22,68,0,0,0,
9/26/2018 8:53,9/26/2018 8:57,IP Address,156.98.134.224,100,223,TRUE,9/26/2018 8:57,R_3pgclyrBVvL6dTl,,,,,44.92779541,-93.11620331,anonymous,EN,BB,Ramsey County,Tony Schmidt Regional Park,1,August,2,2018,4:00-6:00 PM,Yes,,6,15,18,0,0,0,
9/26/2018 8:57,9/26/2018 8:58,IP Address,156.98.134.224,100,77,TRUE,9/26/2018 8:58,R_1guPjGp6L2yKoFf,,,,,44.92779541,-93.11620331,anonymous,EN,BB,Ramsey County,Rice Creek North Regional Trail,1,August,4,2018,10:00-12:00 PM,Yes,,4,8,11,0,0,0,
2/13/2019 12:48,2/13/2019 12:48,IP Address,156.98.134.224,100,22,TRUE,2/13/2019 12:48,R_3R4LjKNKSWZt55A,,,,,44.97099304,-93.04979706,anonymous,EN,Bb,Ramsey County,Long Lake Regional Park,5,June,9,2018,2:00-4:00 PM,Yes,,0,6,3,0,0,0,
2/13/2019 12:49,2/13/2019 12:49,IP Address,156.98.134.224,100,16,TRUE,2/13/2019 12:49,R_1ovtH0YxFG7fbHs,,,,,44.97099304,-93.04979706,anonymous,EN,Bb,Ramsey County,Long Lake Regional Park,1,June,10,2018,10:00-12:00 PM,Yes,,11,12,7,0,0,0,
